Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3658,42,Female,Handbag,Accessories,92,West Virginia,S,Green,Fall,2.7,No,Store Pickup,Yes,Yes,16,Debit Card,Monthly
3659,23,Male,Jeans,Clothing,30,Alabama,L,White,Spring,4.6,Yes,Store Pickup,Yes,Yes,45,Debit Card,Bi-Weekly
3660,67,Female,Shoes,Footwear,79,Montana,S,Gold,Winter,3.2,Yes,Express,No,No,22,Cash,Monthly
3661,57,Female,Pants,Clothing,94,Kentucky,S,Charcoal,Winter,4.7,No,Free Shipping,Yes,Yes,22,Venmo,Annually
3662,36,Female,Coat,Outerwear,14,Maine,L,Gold,Winter,2.9,No,Store Pickup,Yes,No,25,Debit Card,Quarterly
3663,69,Male,Shoes,Footwear,18,Rhode Island,M,Black,Fall,4.7,Yes,Next Day Air,Yes,No,37,Venmo,Weekly
3664,33,Female,Shorts,Clothing,99,Montana,XL,Purple,Fall,4.7,No,Store Pickup,No,No,11,Cash,Quarterly
3665,63,Female,Skirt,Clothing,97,Missouri,M,Teal,Fall,4.1,No,Free Shipping,No,Yes,42,Bank Transfer,Monthly
3666,22,Male,Sweater,Clothing,98,Oregon,L,Silver,Spring,4.5,No,Standard,No,Yes,50,Cash,Quarterly
3667,23,Male,Shirt,Clothing,53,Maine,L,Pink,Spring,3.2,Yes,2-Day Ship,No,No,33,Cash,Fortnightly
3668,35,Female,Shirt,Clothing,13,Rhode Island,M,Gold,Winter,4.8,Yes,2-Day Ship,No,Yes,28,PayPal,Fortnightly
3669,27,Male,Sweater,Clothing,48,Wyoming,S,Maroon,Spring,3.2,No,Express,Yes,Yes,19,Credit Card,Monthly
3670,42,Female,Shorts,Clothing,32,Missouri,XL,Olive,Fall,4.2,Yes,Free Shipping,No,Yes,13,Venmo,Fortnightly
3671,63,Female,Jeans,Clothing,71,Louisiana,M,Gray,Winter,3.1,No,Free Shipping,No,No,41,Cash,Monthly
3672,68,Male,Sunglasses,Accessories,41,Wyoming,S,Teal,Winter,4.7,No,Free Shipping,No,No,6,Venmo,Quarterly
3673,58,Male,Sunglasses,Accessories,95,Montana,S,Black,Fall,3.9,Yes,2-Day Ship,Yes,No,25,Venmo,Quarterly
3674,27,Male,Sweater,Clothing,69,Kentucky,L,Maroon,Winter,4.4,Yes,Store Pickup,No,No,46,Debit Card,Monthly
3675,65,Male,Coat,Outerwear,98,Delaware,M,Maroon,Winter,4.9,Yes,Express,Yes,No,29,Cash,Fortnightly
3676,42,Female,Shirt,Clothing,57,Kentucky,S,Black,Winter,4.4,No,Free Shipping,Yes,No,27,Venmo,Fortnightly
3677,38,Female,Sandals,Footwear,15,Hawaii,XL,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,7,Venmo,Monthly
3678,41,Male,Handbag,Accessories,82,Wyoming,M,Gold,Winter,3.3,No,Standard,Yes,Yes,41,Venmo,Fortnightly
3679,24,Female,Shorts,Clothing,99,Kentucky,XL,Turquoise,Winter,4.2,Yes,Express,No,Yes,49,Debit Card,Bi-Weekly
3680,23,Female,Dress,Clothing,69,Alabama,L,Pink,Fall,3.7,No,Next Day Air,No,No,13,Debit Card,Monthly
3681,18,Female,Sweater,Clothing,47,Mississippi,L,Turquoise,Fall,4.1,Yes,Next Day Air,No,No,30,Bank Transfer,Monthly
3682,37,Female,Shorts,Clothing,54,Mississippi,L,Violet,Fall,3.9,No,Free Shipping,No,Yes,49,Bank Transfer,Annually
3683,46,Male,Jeans,Clothing,45,Oregon,XL,Gold,Spring,3.2,Yes,Store Pickup,No,Yes,25,PayPal,Bi-Weekly
3684,41,Male,Jeans,Clothing,95,Mississippi,XL,White,Summer,2.8,No,Next Day Air,No,Yes,16,Bank Transfer,Weekly
3685,66,Male,Sneakers,Footwear,46,Alabama,XL,Purple,Summer,3.6,No,Express,No,Yes,1,Debit Card,Weekly
3686,35,Female,Handbag,Accessories,78,New York,M,Purple,Fall,4.7,No,Standard,No,No,28,Bank Transfer,Fortnightly
3687,24,Male,Sunglasses,Accessories,46,Wyoming,S,Silver,Winter,4.2,No,Next Day Air,No,No,11,Debit Card,Weekly
3688,26,Male,Shorts,Clothing,36,West Virginia,XL,Silver,Winter,3.8,No,Free Shipping,Yes,No,14,Credit Card,Bi-Weekly
3689,23,Female,Sweater,Clothing,47,Massachusetts,M,Teal,Spring,4.1,No,2-Day Ship,Yes,No,42,Cash,Quarterly
3690,29,Male,Shirt,Clothing,23,West Virginia,XL,Green,Fall,4.5,Yes,Next Day Air,Yes,No,36,Debit Card,Annually
3691,45,Male,Shorts,Clothing,69,Maine,S,Green,Summer,3.4,Yes,Express,No,No,4,Bank Transfer,Bi-Weekly
3692,46,Female,Sneakers,Footwear,59,Hawaii,L,Turquoise,Summer,4.3,No,Express,No,Yes,24,Cash,Bi-Weekly
3693,53,Female,Jeans,Clothing,10,Wyoming,M,Black,Fall,4.3,Yes,Express,Yes,Yes,3,Debit Card,Weekly
3694,53,Female,Skirt,Clothing,45,Mississippi,S,Gray,Summer,3.6,No,Free Shipping,No,No,43,Venmo,Bi-Weekly
3695,50,Female,Sneakers,Footwear,97,Montana,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,35,Bank Transfer,Bi-Weekly
3696,44,Female,Shorts,Clothing,59,West Virginia,M,Silver,Winter,3.8,No,2-Day Ship,No,Yes,8,Cash,Quarterly
3697,24,Female,Shirt,Clothing,75,West Virginia,L,Pink,Spring,3.7,Yes,Next Day Air,Yes,Yes,16,PayPal,Quarterly
3698,19,Female,Pants,Clothing,88,Mississippi,L,Silver,Winter,4.0,No,Next Day Air,Yes,No,29,Cash,Bi-Weekly
3699,23,Male,Blouse,Clothing,63,Oregon,XL,Charcoal,Fall,4.3,No,2-Day Ship,No,Yes,17,PayPal,Monthly
3700,40,Male,Shorts,Clothing,41,Massachusetts,M,Teal,Summer,4.5,Yes,2-Day Ship,Yes,No,19,Cash,Bi-Weekly
3701,53,Male,Dress,Clothing,82,Maine,S,Violet,Winter,2.9,Yes,Express,Yes,No,41,Credit Card,Bi-Weekly
3702,23,Male,Dress,Clothing,97,Mississippi,L,Maroon,Spring,3.5,No,Standard,No,No,6,Bank Transfer,Quarterly
3703,56,Female,Dress,Clothing,52,Wyoming,M,Purple,Winter,2.5,No,Next Day Air,No,No,4,Cash,Weekly
3704,56,Male,Sunglasses,Accessories,15,Montana,M,Turquoise,Fall,2.6,Yes,Free Shipping,No,No,15,Debit Card,Quarterly
3705,68,Female,Coat,Outerwear,42,Missouri,XL,Charcoal,Spring,2.7,Yes,Express,Yes,Yes,14,Cash,Fortnightly
3706,38,Male,Sunglasses,Accessories,55,West Virginia,M,Purple,Fall,4.9,No,Express,Yes,No,35,PayPal,Annually
3707,42,Male,Jeans,Clothing,19,New Hampshire,L,Black,Summer,4.0,No,2-Day Ship,Yes,Yes,17,Debit Card,Weekly
3708,18,Female,Jeans,Clothing,97,Massachusetts,M,Silver,Summer,4.9,Yes,Store Pickup,Yes,Yes,1,Venmo,Annually
3709,36,Male,Sweater,Clothing,44,Rhode Island,M,Black,Summer,3.7,No,Next Day Air,Yes,No,31,Cash,Fortnightly
3710,44,Male,Dress,Clothing,93,Wyoming,L,Charcoal,Summer,3.3,No,Free Shipping,No,Yes,6,Debit Card,Weekly
3711,42,Male,Shirt,Clothing,98,New Hampshire,XL,White,Winter,4.2,Yes,Free Shipping,Yes,No,18,PayPal,Annually
3712,67,Female,Skirt,Clothing,64,Louisiana,L,Pink,Summer,3.4,Yes,Store Pickup,Yes,Yes,36,Credit Card,Bi-Weekly
3713,23,Female,Pants,Clothing,54,Hawaii,XL,Turquoise,Fall,3.0,Yes,Store Pickup,No,No,2,Debit Card,Quarterly
3714,64,Female,Dress,Clothing,19,Oregon,XL,Charcoal,Spring,2.8,Yes,Express,Yes,No,10,Cash,Annually
3715,53,Female,Blouse,Clothing,72,Louisiana,XL,Pink,Summer,3.9,No,Standard,No,No,37,Bank Transfer,Annually
3716,33,Female,Blouse,Clothing,97,Rhode Island,XL,Violet,Summer,3.1,Yes,Free Shipping,No,Yes,12,Cash,Monthly
3717,54,Female,Sunglasses,Accessories,13,Wyoming,S,Maroon,Winter,4.7,No,Standard,Yes,Yes,2,Cash,Bi-Weekly
3718,51,Female,Jeans,Clothing,26,Maine,L,White,Spring,4.4,Yes,2-Day Ship,Yes,No,24,Credit Card,Annually
3719,28,Female,Shoes,Footwear,77,Kentucky,L,Pink,Fall,2.7,No,Standard,Yes,Yes,18,Venmo,Annually
3720,61,Male,Jeans,Clothing,43,New York,L,Gold,Winter,4.4,No,Express,Yes,No,26,PayPal,Weekly
3721,42,Male,Skirt,Clothing,61,Mississippi,L,Purple,Fall,4.4,Yes,Next Day Air,Yes,Yes,27,Credit Card,Bi-Weekly
3722,28,Male,Pants,Clothing,54,Maine,M,Teal,Summer,4.7,No,Standard,No,Yes,8,Bank Transfer,Quarterly
3723,26,Male,Sunglasses,Accessories,17,Hawaii,M,Green,Summer,4.8,No,2-Day Ship,No,No,27,PayPal,Quarterly
3724,35,Male,Handbag,Accessories,63,Delaware,XL,Pink,Summer,3.5,Yes,Free Shipping,Yes,No,0,Credit Card,Weekly
3725,37,Male,Pants,Clothing,11,Rhode Island,M,Black,Fall,3.2,No,2-Day Ship,No,No,46,Credit Card,Weekly
3726,35,Male,Sunglasses,Accessories,70,Louisiana,M,White,Spring,2.9,Yes,Express,No,No,49,Debit Card,Fortnightly
3727,49,Male,Skirt,Clothing,28,Montana,M,Charcoal,Summer,2.6,No,Free Shipping,Yes,No,31,Venmo,Monthly
3728,27,Male,Coat,Outerwear,78,New Hampshire,XL,Maroon,Winter,4.2,Yes,Standard,Yes,No,38,Credit Card,Weekly
3729,22,Male,Handbag,Accessories,58,Wyoming,L,Purple,Spring,4.1,Yes,Free Shipping,Yes,No,3,Debit Card,Quarterly
3730,28,Female,Shoes,Footwear,92,Delaware,M,Maroon,Summer,4.9,No,Store Pickup,No,Yes,41,Credit Card,Annually
3731,45,Male,Coat,Outerwear,57,Alabama,L,Purple,Summer,2.7,Yes,Standard,Yes,Yes,12,Venmo,Weekly
3732,35,Male,Dress,Clothing,78,West Virginia,L,Charcoal,Fall,3.8,No,Standard,Yes,Yes,40,Cash,Weekly
3733,44,Female,Sandals,Footwear,74,Hawaii,L,Green,Winter,3.9,No,Express,Yes,Yes,25,Bank Transfer,Monthly
3734,37,Male,Shirt,Clothing,68,Maine,S,Purple,Fall,3.1,No,Store Pickup,Yes,Yes,3,Venmo,Monthly
3735,48,Male,Sandals,Footwear,61,Maine,L,Charcoal,Fall,2.7,No,2-Day Ship,Yes,Yes,40,Credit Card,Annually
3736,68,Female,Jeans,Clothing,59,Wyoming,XL,Purple,Summer,3.5,Yes,Next Day Air,Yes,No,7,Cash,Quarterly
3737,22,Female,Shoes,Footwear,59,Kentucky,L,Pink,Fall,4.7,Yes,Standard,Yes,Yes,5,Bank Transfer,Weekly
3738,41,Male,Coat,Outerwear,50,Mississippi,XL,Charcoal,Spring,3.4,Yes,Standard,No,No,14,Debit Card,Fortnightly
3739,34,Female,Shorts,Clothing,35,Rhode Island,L,Gold,Spring,3.8,No,2-Day Ship,Yes,No,7,Bank Transfer,Quarterly
3740,33,Female,Shirt,Clothing,92,Delaware,XL,White,Summer,4.8,No,2-Day Ship,No,No,42,Bank Transfer,Bi-Weekly
3741,64,Male,Jeans,Clothing,13,New Hampshire,M,Silver,Summer,3.8,Yes,Standard,Yes,Yes,22,Cash,Weekly
3742,58,Male,Dress,Clothing,99,New York,L,Pink,Spring,3.1,No,2-Day Ship,Yes,Yes,32,Cash,Monthly
3743,49,Male,Pants,Clothing,39,Missouri,M,Maroon,Spring,3.6,Yes,Next Day Air,No,Yes,18,Credit Card,Quarterly
3744,56,Male,Shoes,Footwear,97,Montana,M,Olive,Winter,4.8,Yes,Next Day Air,No,Yes,31,Venmo,Fortnightly
3745,57,Female,Sweater,Clothing,25,Kentucky,M,Charcoal,Winter,2.9,No,Express,No,Yes,31,PayPal,Monthly
3746,30,Female,Coat,Outerwear,43,Rhode Island,XL,Violet,Winter,3.8,Yes,Standard,Yes,Yes,48,Credit Card,Weekly
3747,47,Female,Sandals,Footwear,40,Maine,M,Teal,Winter,3.2,Yes,Free Shipping,Yes,Yes,5,Bank Transfer,Bi-Weekly
3748,24,Male,Pants,Clothing,92,Wyoming,S,Silver,Winter,4.0,No,Next Day Air,Yes,No,18,Debit Card,Fortnightly
3749,26,Female,Coat,Outerwear,100,New Hampshire,L,Silver,Fall,2.7,No,Next Day Air,Yes,No,44,Bank Transfer,Annually
3750,37,Male,Skirt,Clothing,35,Montana,XL,Silver,Fall,3.3,Yes,Store Pickup,Yes,No,32,Venmo,Fortnightly
3751,18,Male,Skirt,Clothing,25,Wyoming,S,Green,Spring,3.1,Yes,Store Pickup,No,No,27,Credit Card,Annually
3752,43,Female,Coat,Outerwear,78,Delaware,S,Turquoise,Fall,3.5,Yes,Next Day Air,Yes,No,28,Bank Transfer,Weekly
3753,39,Female,Dress,Clothing,74,New Hampshire,XL,Silver,Fall,4.8,No,2-Day Ship,No,No,38,Venmo,Quarterly
3754,57,Male,Dress,Clothing,50,New York,XL,Pink,Fall,3.0,Yes,Standard,No,No,2,Bank Transfer,Quarterly
3755,42,Female,Handbag,Accessories,27,Montana,M,Black,Fall,3.1,Yes,2-Day Ship,Yes,No,29,PayPal,Fortnightly
3756,69,Male,Sweater,Clothing,95,Wyoming,XL,Purple,Fall,4.5,No,Standard,No,Yes,41,Cash,Monthly
3757,39,Male,Sneakers,Footwear,61,Kentucky,L,Turquoise,Winter,4.9,Yes,Express,Yes,Yes,13,Credit Card,Fortnightly
3758,46,Female,Shirt,Clothing,75,New York,M,Black,Winter,5.0,Yes,2-Day Ship,No,No,49,Venmo,Quarterly
3759,39,Female,Shoes,Footwear,37,Maine,M,Purple,Winter,3.6,Yes,Store Pickup,Yes,No,8,Debit Card,Fortnightly
3760,45,Female,Dress,Clothing,93,Massachusetts,L,Teal,Summer,3.1,No,Free Shipping,Yes,No,19,Venmo,Weekly
3761,70,Female,Dress,Clothing,79,Missouri,XL,Purple,Winter,2.8,No,Express,No,No,37,Venmo,Bi-Weekly
3762,70,Male,Sneakers,Footwear,35,New Hampshire,L,Green,Winter,4.9,No,Standard,No,Yes,40,Bank Transfer,Fortnightly
3763,59,Female,Sunglasses,Accessories,60,New York,M,Charcoal,Winter,3.8,No,Express,No,Yes,5,Bank Transfer,Bi-Weekly
3764,56,Female,Jeans,Clothing,22,Hawaii,XL,Pink,Fall,2.7,Yes,2-Day Ship,No,Yes,29,Credit Card,Weekly
3765,26,Female,Sneakers,Footwear,52,Wyoming,S,Purple,Winter,4.8,Yes,Express,Yes,Yes,15,Credit Card,Annually
3766,37,Female,Shoes,Footwear,92,Delaware,S,Silver,Winter,3.0,No,Next Day Air,Yes,Yes,30,Debit Card,Monthly
3767,38,Male,Sweater,Clothing,71,West Virginia,S,Charcoal,Fall,4.6,No,Free Shipping,No,No,5,Debit Card,Bi-Weekly
3768,56,Male,Pants,Clothing,36,Arkansas,L,Gold,Winter,3.5,No,Store Pickup,Yes,No,41,Venmo,Quarterly
3769,62,Male,Sandals,Footwear,13,Montana,XL,White,Spring,3.8,No,2-Day Ship,No,No,1,Credit Card,Quarterly
3770,30,Female,Sneakers,Footwear,43,Montana,L,Turquoise,Summer,4.6,Yes,Standard,Yes,No,23,Debit Card,Quarterly
3771,48,Female,Sneakers,Footwear,69,Kentucky,XL,Violet,Fall,4.0,No,Next Day Air,Yes,Yes,16,Credit Card,Monthly
3772,38,Male,Sunglasses,Accessories,53,Oregon,L,Green,Summer,3.9,No,Free Shipping,Yes,No,13,PayPal,Weekly
3773,29,Female,Shoes,Footwear,12,West Virginia,M,Silver,Winter,4.6,No,Standard,No,Yes,38,Debit Card,Annually
3774,43,Female,Skirt,Clothing,42,Delaware,L,Maroon,Spring,2.9,No,Standard,Yes,Yes,19,Cash,Fortnightly
3775,38,Female,Shoes,Footwear,23,Wyoming,XL,Black,Summer,4.9,Yes,2-Day Ship,No,No,45,Credit Card,Fortnightly
3776,36,Male,Shoes,Footwear,81,Rhode Island,M,Violet,Winter,3.4,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Fortnightly
3777,65,Female,Jeans,Clothing,94,Louisiana,XL,Turquoise,Summer,4.0,Yes,Express,No,No,31,Bank Transfer,Weekly
3778,62,Female,Sweater,Clothing,98,Wyoming,L,Gold,Winter,2.8,Yes,Standard,Yes,No,11,Debit Card,Annually
3779,58,Female,Sweater,Clothing,75,Montana,M,Charcoal,Summer,2.8,No,2-Day Ship,Yes,No,28,Venmo,Weekly
3780,49,Female,Dress,Clothing,83,New Hampshire,S,Purple,Winter,2.7,Yes,2-Day Ship,Yes,Yes,14,Bank Transfer,Monthly
3781,54,Male,Shoes,Footwear,25,Louisiana,M,Silver,Spring,2.7,No,Express,No,No,10,Bank Transfer,Annually
3782,68,Male,Pants,Clothing,68,Oregon,L,Silver,Winter,4.4,Yes,2-Day Ship,No,Yes,17,Venmo,Fortnightly
3783,33,Female,Coat,Outerwear,21,New Hampshire,M,Olive,Spring,2.7,Yes,Free Shipping,No,No,35,Debit Card,Weekly
3784,38,Male,Shorts,Clothing,34,Delaware,M,Gold,Fall,2.5,No,Store Pickup,No,No,14,Debit Card,Fortnightly
3785,42,Female,Jeans,Clothing,37,Oregon,M,Charcoal,Spring,4.6,Yes,Next Day Air,Yes,No,32,Bank Transfer,Weekly
3786,35,Female,Jeans,Clothing,53,West Virginia,S,Charcoal,Summer,5.0,No,2-Day Ship,No,No,22,Cash,Weekly
3787,70,Female,Sneakers,Footwear,43,New York,L,Teal,Winter,3.6,No,Express,No,No,4,Credit Card,Monthly
3788,68,Male,Coat,Outerwear,85,Missouri,S,Pink,Summer,3.0,No,Express,Yes,Yes,40,Debit Card,Monthly
3789,43,Male,Sneakers,Footwear,44,Louisiana,L,Teal,Summer,2.8,No,Free Shipping,Yes,No,30,PayPal,Monthly
3790,41,Female,Coat,Outerwear,27,Rhode Island,L,Violet,Fall,2.6,No,Next Day Air,Yes,No,50,Bank Transfer,Weekly
3791,25,Female,Sweater,Clothing,100,New Hampshire,M,Turquoise,Winter,3.3,No,Next Day Air,Yes,No,39,PayPal,Annually
3792,54,Male,Coat,Outerwear,31,Missouri,L,Gold,Spring,3.6,No,Express,Yes,Yes,20,Venmo,Annually
3793,30,Female,Jeans,Clothing,16,Maine,M,Gray,Fall,4.1,Yes,2-Day Ship,Yes,Yes,2,Cash,Bi-Weekly
3794,55,Female,Shirt,Clothing,32,Rhode Island,S,Violet,Summer,4.4,Yes,Store Pickup,No,No,31,Cash,Weekly
3795,52,Female,Sandals,Footwear,16,Wyoming,XL,Green,Spring,4.0,Yes,Express,No,Yes,1,Credit Card,Fortnightly
3796,29,Female,Jeans,Clothing,31,Alabama,M,Green,Summer,4.6,Yes,Free Shipping,No,Yes,10,Venmo,Weekly
3797,61,Female,Sandals,Footwear,32,Wyoming,L,Gray,Winter,4.6,No,Next Day Air,Yes,Yes,14,Venmo,Annually
3798,67,Male,Sweater,Clothing,72,Rhode Island,L,Gray,Fall,3.9,Yes,Free Shipping,No,Yes,32,Cash,Annually
3799,53,Male,Sunglasses,Accessories,84,Hawaii,M,Violet,Winter,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Annually
3800,19,Female,Shorts,Clothing,59,Maine,S,Gold,Fall,4.9,No,2-Day Ship,No,Yes,6,Venmo,Weekly
3801,64,Male,Shirt,Clothing,84,Maine,M,Pink,Summer,4.6,No,Express,No,Yes,44,PayPal,Annually
3802,47,Female,Dress,Clothing,94,Kentucky,S,Turquoise,Summer,4.0,No,2-Day Ship,No,Yes,17,Debit Card,Fortnightly
3803,63,Male,Jeans,Clothing,82,New York,XL,Violet,Fall,2.7,No,Store Pickup,Yes,No,43,Cash,Annually
3804,31,Male,Sunglasses,Accessories,51,Alabama,S,Black,Summer,3.6,No,Standard,Yes,No,5,Cash,Weekly
3805,46,Male,Skirt,Clothing,92,Maine,M,Silver,Spring,3.0,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly
3806,69,Male,Sandals,Footwear,44,Kentucky,L,Black,Winter,3.4,No,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly
3807,36,Female,Dress,Clothing,38,New York,S,Pink,Winter,2.7,No,Express,Yes,Yes,44,Cash,Annually
3808,62,Male,Shoes,Footwear,53,West Virginia,S,Gold,Spring,4.3,No,Free Shipping,No,Yes,30,Debit Card,Bi-Weekly
3809,22,Female,Shorts,Clothing,93,Delaware,XL,Charcoal,Winter,3.2,Yes,Express,No,No,1,Bank Transfer,Weekly
3810,70,Female,Skirt,Clothing,21,Maine,S,Green,Winter,2.5,No,Express,Yes,Yes,17,PayPal,Bi-Weekly
3811,68,Female,Jeans,Clothing,59,Hawaii,L,Gold,Summer,2.7,Yes,Store Pickup,No,No,20,Credit Card,Quarterly
3812,68,Male,Shoes,Footwear,24,Hawaii,L,Green,Spring,3.5,Yes,Store Pickup,Yes,No,23,Cash,Fortnightly
3813,44,Male,Sneakers,Footwear,78,Montana,S,Charcoal,Summer,2.6,Yes,2-Day Ship,Yes,Yes,0,Venmo,Annually
3814,61,Male,Shirt,Clothing,61,Massachusetts,M,White,Spring,2.7,No,2-Day Ship,Yes,No,24,PayPal,Weekly
3815,49,Male,Sunglasses,Accessories,99,Louisiana,S,Purple,Summer,2.5,Yes,Store Pickup,No,No,1,Cash,Weekly
3816,26,Female,Blouse,Clothing,58,New York,S,Gray,Winter,3.6,No,Free Shipping,Yes,Yes,20,Cash,Bi-Weekly
3817,58,Female,Pants,Clothing,13,Delaware,L,White,Fall,3.2,No,Free Shipping,No,Yes,38,Debit Card,Weekly
3818,37,Female,Handbag,Accessories,56,New Hampshire,XL,Teal,Summer,3.1,Yes,Free Shipping,No,Yes,50,Debit Card,Quarterly
3819,33,Male,Handbag,Accessories,80,Mississippi,S,Gray,Fall,4.1,No,Store Pickup,Yes,Yes,3,Credit Card,Annually
3820,34,Male,Coat,Outerwear,15,Montana,S,Purple,Winter,3.7,No,Express,Yes,Yes,20,PayPal,Annually
3821,60,Male,Handbag,Accessories,24,Massachusetts,S,Turquoise,Fall,3.7,Yes,Free Shipping,Yes,Yes,28,Cash,Monthly
3822,27,Male,Sneakers,Footwear,26,West Virginia,XL,Purple,Fall,4.5,Yes,Standard,No,Yes,22,Cash,Quarterly
3823,63,Female,Shorts,Clothing,50,Alabama,S,Turquoise,Summer,3.1,No,2-Day Ship,No,No,36,Bank Transfer,Monthly
3824,45,Female,Sweater,Clothing,86,Delaware,S,Charcoal,Winter,4.9,Yes,Store Pickup,No,Yes,44,Cash,Weekly
3825,68,Male,Shirt,Clothing,48,Missouri,L,Green,Fall,2.9,No,Express,Yes,No,22,Debit Card,Annually
3826,42,Male,Pants,Clothing,88,New York,M,Black,Winter,3.6,No,Next Day Air,No,No,22,Bank Transfer,Bi-Weekly
3827,22,Male,Pants,Clothing,42,Missouri,M,Gray,Spring,2.8,No,Next Day Air,No,Yes,25,PayPal,Annually
3828,46,Male,Sweater,Clothing,23,Oregon,L,Silver,Winter,4.5,No,2-Day Ship,Yes,No,14,PayPal,Weekly
3829,56,Female,Dress,Clothing,89,New Hampshire,S,Green,Winter,3.9,Yes,Next Day Air,Yes,No,26,Debit Card,Bi-Weekly
3830,48,Female,Pants,Clothing,87,Louisiana,L,Turquoise,Fall,2.5,No,Store Pickup,No,Yes,26,PayPal,Monthly
3831,55,Female,Handbag,Accessories,18,Montana,M,Black,Fall,2.7,No,Store Pickup,No,Yes,28,Credit Card,Weekly
3832,43,Female,Dress,Clothing,80,Oregon,M,White,Spring,4.1,Yes,Standard,Yes,No,43,Debit Card,Weekly
3833,52,Male,Sneakers,Footwear,61,Alabama,L,Gray,Fall,2.7,No,Express,Yes,Yes,48,Credit Card,Monthly
3834,50,Female,Shorts,Clothing,47,Mississippi,M,Silver,Fall,2.9,No,Free Shipping,Yes,Yes,49,Cash,Monthly
3835,62,Male,Handbag,Accessories,40,Louisiana,XL,Charcoal,Spring,2.8,Yes,Store Pickup,No,No,23,Cash,Quarterly
3836,44,Male,Sunglasses,Accessories,18,Delaware,XL,White,Spring,4.3,Yes,Express,Yes,Yes,27,Cash,Fortnightly
3837,52,Male,Sunglasses,Accessories,75,Maine,XL,Gray,Winter,3.8,Yes,Store Pickup,No,No,31,PayPal,Fortnightly
3838,20,Female,Sweater,Clothing,27,Hawaii,S,Turquoise,Winter,3.9,Yes,Store Pickup,Yes,No,0,Bank Transfer,Weekly
3839,68,Female,Coat,Outerwear,83,Massachusetts,L,Charcoal,Summer,4.1,No,Next Day Air,No,No,9,PayPal,Bi-Weekly
3840,41,Male,Shorts,Clothing,67,Rhode Island,S,Purple,Winter,4.4,Yes,Express,No,No,44,Venmo,Fortnightly
3841,62,Male,Sneakers,Footwear,25,New York,L,Pink,Summer,4.9,Yes,Express,Yes,Yes,8,Debit Card,Monthly
3842,69,Male,Jeans,Clothing,26,Louisiana,XL,Maroon,Fall,5.0,No,Express,Yes,Yes,47,Bank Transfer,Monthly
3843,52,Male,Sweater,Clothing,86,New York,M,Maroon,Winter,2.7,Yes,2-Day Ship,Yes,No,48,Credit Card,Annually
3844,56,Male,Dress,Clothing,84,Montana,S,Pink,Fall,3.6,No,Express,Yes,Yes,46,Credit Card,Quarterly
3845,58,Male,Sunglasses,Accessories,98,Louisiana,S,Gray,Winter,2.6,Yes,Standard,No,No,2,Credit Card,Monthly
3846,23,Male,Jeans,Clothing,92,Maine,L,Gold,Summer,4.6,No,2-Day Ship,No,No,5,Credit Card,Bi-Weekly
3847,24,Male,Handbag,Accessories,86,Hawaii,M,Purple,Spring,2.8,Yes,2-Day Ship,Yes,Yes,10,PayPal,Bi-Weekly
3848,67,Female,Jeans,Clothing,49,West Virginia,S,Purple,Fall,4.0,No,Free Shipping,No,No,50,Venmo,Monthly
3849,33,Male,Sneakers,Footwear,37,Hawaii,M,Olive,Winter,3.1,Yes,Standard,Yes,No,21,Bank Transfer,Bi-Weekly
3850,60,Female,Sneakers,Footwear,68,West Virginia,S,Maroon,Fall,2.6,No,Store Pickup,No,Yes,35,Debit Card,Bi-Weekly
3851,60,Female,Jeans,Clothing,37,West Virginia,L,Violet,Summer,3.2,No,2-Day Ship,No,No,50,Bank Transfer,Quarterly
3852,40,Female,Sunglasses,Accessories,89,Missouri,L,Silver,Winter,4.2,Yes,Standard,No,No,8,Cash,Fortnightly
3853,28,Male,Shoes,Footwear,21,West Virginia,M,Pink,Winter,3.7,Yes,Express,Yes,No,14,Cash,Bi-Weekly
3854,59,Male,Coat,Outerwear,61,Missouri,XL,Maroon,Spring,3.0,No,Free Shipping,No,No,47,Bank Transfer,Bi-Weekly
3855,57,Female,Shirt,Clothing,83,Rhode Island,M,Purple,Spring,4.6,Yes,Next Day Air,No,No,40,Bank Transfer,Bi-Weekly
3856,20,Female,Blouse,Clothing,89,New York,S,White,Spring,3.1,No,Express,Yes,No,21,Debit Card,Annually
3857,54,Male,Sweater,Clothing,86,Massachusetts,M,Olive,Spring,3.8,Yes,2-Day Ship,Yes,No,0,Venmo,Bi-Weekly
3858,59,Male,Shoes,Footwear,74,Missouri,L,Silver,Winter,3.4,No,2-Day Ship,Yes,No,6,Bank Transfer,Weekly
3859,61,Male,Sneakers,Footwear,63,Oregon,XL,Olive,Summer,3.5,No,Express,Yes,No,45,Venmo,Bi-Weekly
3860,59,Female,Dress,Clothing,69,Wyoming,L,White,Winter,4.9,No,Free Shipping,No,No,22,Credit Card,Fortnightly
